family,acceptedNameUsage,valid,invalid,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
APOCYNACEAE,Asclepias mellodora,143,18,0,144,17,0,143,18,161,"3.632.508,29km","360,0km"
APOCYNACEAE,Aspidosperma album,15,19,0,24,10,0,15,19,34,"786.155,86km","56,0km"
APOCYNACEAE,Aspidosperma australe,160,14,0,163,11,0,160,14,174,"1.489.564,46km","340,0km"
APOCYNACEAE,Aspidosperma camporum,38,2,0,38,2,0,38,2,40,"563.361,17km","96,0km"
APOCYNACEAE,Aspidosperma cruentum,7,2,0,7,2,0,7,2,9,"300.085,55km","16,0km"
APOCYNACEAE,Aspidosperma cylindrocarpon,193,15,0,196,12,0,193,15,208,"2.300.695,64km","464,0km"
APOCYNACEAE,Aspidosperma dasycarpon,6,0,0,6,0,0,6,0,6,"66.882,47km","24,0km"
APOCYNACEAE,Aspidosperma desmanthum,43,23,0,45,21,0,43,23,66,"3.986.591,27km","104,0km"
APOCYNACEAE,Aspidosperma duckei,2,1,0,2,1,0,2,1,3,"506,93km","8,0km"
APOCYNACEAE,Aspidosperma igapoanum,4,1,0,4,1,0,4,1,5,"253,18km","4,0km"
APOCYNACEAE,Aspidosperma macrocarpon,332,25,0,332,25,0,332,25,357,"4.883.104,2km","832,0km"
APOCYNACEAE,Aspidosperma macrocarpum,4,0,0,4,0,0,4,0,4,"169.704,88km","16,0km"
APOCYNACEAE,Aspidosperma melanocalyx,14,4,0,14,4,0,14,4,18,"870.919,4km","40,0km"
APOCYNACEAE,Aspidosperma nobile,50,13,0,51,12,0,50,13,63,"1.939.421,14km","124,0km"
APOCYNACEAE,Aspidosperma paniculatum,3,0,0,3,0,0,3,0,3,"253,45km","4,0km"
APOCYNACEAE,Aspidosperma peroba,2,1,0,2,1,0,2,1,3,"275,89km","4,0km"
APOCYNACEAE,Aspidosperma polyneuron,247,17,0,247,17,0,247,17,264,"2.188.276,8km","564,0km"
APOCYNACEAE,Aspidosperma quebracho-blanco,3,0,0,3,0,0,3,0,3,"538,74km","8,0km"
APOCYNACEAE,Aspidosperma quirandy,5,1,0,5,1,0,5,1,6,"54.276,12km","16,0km"
APOCYNACEAE,Aspidosperma ramiflorum,113,16,0,113,16,0,113,16,129,"613.394,4km","244,0km"
APOCYNACEAE,Aspidosperma riedelii,13,7,0,16,4,0,13,7,20,"249.150,38km","40,0km"
APOCYNACEAE,Aspidosperma sandwithianum,4,0,0,4,0,0,4,0,4,"13,13km","12,0km"
APOCYNACEAE,Aspidosperma spruceanum,110,23,0,110,23,0,110,23,133,"5.343.025,45km","332,0km"
APOCYNACEAE,Aspidosperma tomentosum,438,35,0,439,34,0,438,35,473,"4.829.699,94km","1.204,0km"
APOCYNACEAE,Aspidosperma venosum,1,1,0,1,1,0,1,1,2,"269,01km","4,0km"
APOCYNACEAE,Aspidosperma verbascifolium,8,1,0,8,1,0,8,1,9,"559.525,38km","32,0km"
APOCYNACEAE,Aspidosperma verruculosum,3,6,0,3,6,0,3,6,9,"683.444,59km","12,0km"
ASPLENIACEAE,Asplenium praemorsum,49,12,0,51,10,0,49,12,61,"1.031.280,6km","156,0km"
APOCYNACEAE,Barjonia erecta,158,19,0,158,19,0,158,19,177,"1.510.219,62km","436,0km"
APOCYNACEAE,Barjonia harleyi,34,2,0,36,0,0,34,2,36,"2.331,27km","76,0km"
APOCYNACEAE,Blepharodon bicuspidatum,92,11,0,93,10,0,92,11,103,"3.578.383,58km","248,0km"
APOCYNACEAE,Blepharodon hirsutum,5,0,0,5,0,0,5,0,5,"1.030,33km","16,0km"
APOCYNACEAE,Blepharodon manicatum,34,3,0,34,3,0,34,3,37,"145.419,38km","112,0km"
APOCYNACEAE,Cynanchum morrenioides,7,2,0,8,1,0,7,2,9,"2,35km","12,0km"
APOCYNACEAE,Ditassa acerosa,134,5,0,134,5,0,134,5,139,"1.008.205,53km","260,0km"
APOCYNACEAE,Ditassa arianeae,6,0,0,6,0,0,6,0,6,"28.539,85km","16,0km"
APOCYNACEAE,Ditassa auriflora,16,0,0,16,0,0,16,0,16,"32,62km","20,0km"
APOCYNACEAE,Ditassa bifurcata,2,1,0,2,1,0,2,1,3,"266,83km","4,0km"
APOCYNACEAE,Ditassa cipoensis,17,2,0,19,0,0,17,2,19,"553,01km","24,0km"
APOCYNACEAE,Ditassa cordeiroana,62,6,0,68,0,0,62,6,68,"2.685,69km","88,0km"
APOCYNACEAE,Ditassa grazielae,14,0,0,14,0,0,14,0,14,"224,45km","20,0km"
APOCYNACEAE,Ditassa itambensis,10,1,0,10,1,0,10,1,11,"142,25km","28,0km"
APOCYNACEAE,Ditassa laevis,5,6,0,6,5,0,5,6,11,"1.308,67km","12,0km"
APOCYNACEAE,Ditassa leonii,8,1,0,8,1,0,8,1,9,"21.033,52km","28,0km"
APOCYNACEAE,Ditassa longisepala,13,10,0,20,3,0,13,10,23,"841,45km","32,0km"
APOCYNACEAE,Ditassa lourteigiae,4,1,0,5,0,0,4,1,5,"534,14km","8,0km"
APOCYNACEAE,Ditassa magisteriana,3,2,0,5,0,0,3,2,5,"0,11km","4,0km"
APOCYNACEAE,Ditassa maricaensis,35,0,0,35,0,0,35,0,35,"977,48km","44,0km"
APOCYNACEAE,Ditassa monocoronata,2,1,0,3,0,0,2,1,3,"269,97km","4,0km"
APOCYNACEAE,Ditassa oberdanii,7,2,0,7,2,0,7,2,9,"74,48km","24,0km"
APOCYNACEAE,Ditassa obscura,11,3,0,11,0,3,11,3,14,"540,22km","8,0km"
APOCYNACEAE,Ditassa polygaloides,3,0,0,3,0,0,3,0,3,"45,16km","12,0km"
APOCYNACEAE,Ditassa refractifolia,13,4,0,14,3,0,13,4,17,"608,33km","24,0km"
APOCYNACEAE,Echites francisceus,2,0,0,2,0,0,2,0,2,"258,12km","4,0km"
APOCYNACEAE,Gonolobus dorothyanus,3,1,0,4,0,0,3,1,4,"274,93km","4,0km"
APOCYNACEAE,Gonolobus parviflorus,16,2,0,16,2,0,16,2,18,"2.780.073,94km","100,0km"
APOCYNACEAE,Gonolobus selloanus,26,4,0,26,4,0,26,4,30,"1.501.362,74km","68,0km"
APOCYNACEAE,Hemipogon abietoides,2,1,0,3,0,0,2,1,3,"477,08km","8,0km"
APOCYNACEAE,Hemipogon furlanii,2,2,0,4,0,0,2,2,4,"223,18km","12,0km"
APOCYNACEAE,Hemipogon harleyi,4,2,0,6,0,0,4,2,6,"207,08km","12,0km"
APOCYNACEAE,Hemipogon hatschbachii,7,1,0,8,0,0,7,1,8,"26,55km","12,0km"
APOCYNACEAE,Hemipogon irwinii,15,2,0,15,2,0,15,2,17,"47.853,93km","48,0km"
APOCYNACEAE,Hemipogon piranii,7,0,0,7,0,0,7,0,7,"64,19km","20,0km"
APOCYNACEAE,Jobinia hatschbachii,8,3,0,11,0,0,8,3,11,"280,15km","4,0km"
APOCYNACEAE,Macroditassa adnata,78,4,0,78,4,0,78,4,82,"1.349.591,96km","188,0km"
APOCYNACEAE,Macroditassa lagoensis,14,3,0,15,2,0,14,3,17,"22.544,03km","52,0km"
APOCYNACEAE,Malouetia arborea,95,10,0,101,4,0,95,10,105,"250.960,32km","164,0km"
APOCYNACEAE,Malouetia cestroides,39,4,0,40,3,0,39,4,43,"579.011,7km","272,0km"
APOCYNACEAE,Mandevilla coccinea,195,15,0,196,14,0,195,15,210,"1.198.661,28km","356,0km"
APOCYNACEAE,Mandevilla fragrans,11,0,0,11,0,0,11,0,11,"219.114,85km","36,0km"
APOCYNACEAE,Mandevilla hirsuta,341,24,0,341,24,0,341,24,365,"7.151.033,22km","956,0km"
APOCYNACEAE,Mandevilla lasiocarpa,13,1,0,13,1,0,13,1,14,"3.470.936,92km","52,0km"
APOCYNACEAE,Mandevilla sellowii,16,15,0,29,2,0,16,15,31,"31.861,45km","36,0km"
APOCYNACEAE,Mandevilla venulosa,16,1,0,16,1,0,16,1,17,"27.972,7km","32,0km"
APOCYNACEAE,Marsdenia altissima,102,7,0,102,7,0,102,7,109,"4.850.969,17km","328,0km"
APOCYNACEAE,Marsdenia fontellana,7,1,0,8,0,0,7,1,8,"3.911,44km","20,0km"
APOCYNACEAE,Marsdenia mollissima,7,1,0,7,1,0,7,1,8,"134.237,42km","20,0km"
APOCYNACEAE,Marsdenia queirozii,3,0,0,3,0,0,3,0,3,"518,14km","8,0km"
APOCYNACEAE,Matelea bahiensis,8,0,0,8,0,0,8,0,8,"17.299,7km","28,0km"
APOCYNACEAE,Matelea glaziovii,12,5,0,16,1,0,12,5,17,"60.864,1km","44,0km"
APOCYNACEAE,Matelea hatschbachii,6,0,0,6,0,0,6,0,6,"5.849,81km","24,0km"
APOCYNACEAE,Matelea marcoassisii,5,2,0,7,0,0,5,2,7,"580,82km","16,0km"
APOCYNACEAE,Matelea oxypetaloides,2,2,0,2,2,0,2,2,4,"507,24km","8,0km"
APOCYNACEAE,Matelea santosii,5,0,0,5,0,0,5,0,5,"524,98km","8,0km"
APOCYNACEAE,Melinia harleyi,2,0,0,2,0,0,2,0,2,"519,88km","8,0km"
APOCYNACEAE,Metastelma giuliettianum,9,1,0,10,0,0,9,1,10,"784,98km","28,0km"
APOCYNACEAE,Metastelma harleyi,32,1,0,33,0,0,32,1,33,"4.045,27km","60,0km"
APOCYNACEAE,Metastelma longisepalum,1,0,0,1,0,0,1,0,1,"270,24km","4,0km"
APOCYNACEAE,Minaria abortiva,8,0,0,8,0,0,8,0,8,"392,36km","24,0km"
APOCYNACEAE,Minaria acerosa,276,11,0,276,11,0,276,11,287,"1.701.035,16km","644,0km"
APOCYNACEAE,Minaria campanuliflora,4,1,0,4,0,1,4,1,5,"1,24km","12,0km"
APOCYNACEAE,Minaria diamantinensis,4,2,0,6,0,0,4,2,6,"2,55km","12,0km"
APOCYNACEAE,Minaria grazielae,21,2,0,23,0,0,21,2,23,"422,92km","60,0km"
APOCYNACEAE,Minaria hemipogonoides,1,2,0,3,0,0,1,2,3,"373,68km","8,0km"
APOCYNACEAE,Minaria inconspicua,3,1,0,4,0,0,3,1,4,"346,15km","16,0km"
APOCYNACEAE,Minaria lourteigiae,2,0,0,2,0,0,2,0,2,"4.198,01km","12,0km"
APOCYNACEAE,Minaria magisteriana,4,1,0,5,0,0,4,1,5,"81,99km","16,0km"
APOCYNACEAE,Minaria monocoronata,2,3,0,5,0,0,2,3,5,"539,65km","8,0km"
APOCYNACEAE,Minaria polygaloides,11,2,0,13,0,0,11,2,13,"266,35km","28,0km"
APOCYNACEAE,Minaria refractifolia,38,3,0,40,1,0,38,3,41,"2.213,06km","112,0km"
APOCYNACEAE,Minaria semirii,2,3,0,5,0,0,2,3,5,"208,15km","16,0km"
APOCYNACEAE,Orthosia itatiaiensis,13,1,0,14,0,0,13,1,14,"64.719,16km","40,0km"
APOCYNACEAE,Oxypetalum capitatum,173,20,0,173,20,0,173,20,193,"4.292.361,33km","404,0km"
APOCYNACEAE,Oxypetalum confusum,8,0,0,8,0,0,8,0,8,"62.873,28km","20,0km"
APOCYNACEAE,Oxypetalum dusenii,31,1,0,32,0,0,31,1,32,"4.919,83km","32,0km"
APOCYNACEAE,Oxypetalum ekblomii,6,0,0,6,0,0,6,0,6,"201.692,8km","24,0km"
APOCYNACEAE,Oxypetalum glaziovii,25,2,0,27,0,0,25,2,27,"1.348,04km","52,0km"
APOCYNACEAE,Oxypetalum leonii,7,0,0,7,0,0,7,0,7,"139,48km","20,0km"
APOCYNACEAE,Oxypetalum lineare,18,3,0,19,2,0,18,3,21,"140.337,02km","36,0km"
APOCYNACEAE,Oxypetalum mexiae,7,4,0,10,1,0,7,4,11,"287,39km","4,0km"
APOCYNACEAE,Oxypetalum proboscideum,1,0,0,1,0,0,1,0,1,"280,23km","4,0km"
APOCYNACEAE,Oxypetalum regnellii,46,3,0,46,3,0,46,3,49,"21.978,95km","96,0km"
APOCYNACEAE,Oxypetalum strictum,160,13,0,168,5,0,160,13,173,"121.209,54km","320,0km"
APOCYNACEAE,Oxypetalum warmingii,113,8,0,114,7,0,113,8,121,"383.694,68km","288,0km"
APOCYNACEAE,Prestonia acutifolia,40,14,0,40,14,0,40,14,54,"5.419.548,92km","136,0km"
APOCYNACEAE,Prestonia bahiensis,97,5,0,97,5,0,97,5,102,"1.420.163,1km","248,0km"
APOCYNACEAE,Prestonia pickelii,2,0,0,2,0,0,2,0,2,"512,28km","8,0km"
APOCYNACEAE,Prestonia quinquangularis,20,3,0,20,3,0,20,3,23,"5.803.819,19km","220,0km"
APOCYNACEAE,Prestonia riedelii,113,4,0,113,4,0,113,4,117,"699.421,07km","324,0km"
APOCYNACEAE,Prestonia solanifolia,7,1,0,8,0,0,7,1,8,"157.763,06km","28,0km"
APOCYNACEAE,Prestonia tomentosa,140,7,0,140,7,0,140,7,147,"4.732.489,54km","356,0km"
APOCYNACEAE,Tabernaemontana cumata,2,1,0,2,1,0,2,1,3,"253,42km","4,0km"
APOCYNACEAE,Tabernaemontana muricata,35,5,0,36,4,0,35,5,40,"698.336,49km","64,0km"
APOCYNACEAE,Tassadia obovata,44,12,0,44,12,0,44,12,56,"4.528.348,31km","136,0km"
APOCYNACEAE,Temnadenia violacea,373,6,0,373,6,0,373,6,379,"1.844.067,12km","964,0km"
AQUIFOLIACEAE,Ilex auricula,2,1,0,2,1,0,2,1,3,"291,16km","8,0km"
AQUIFOLIACEAE,Ilex chamaedryfolia,131,9,0,133,7,0,131,9,140,"334.805,51km","220,0km"
AQUIFOLIACEAE,Ilex loranthoides,29,5,0,30,4,0,29,5,34,"14.980,75km","52,0km"
AQUIFOLIACEAE,Ilex paraguariensis,658,52,0,659,51,0,658,52,710,"3.737.986,33km","1.112,0km"
AQUIFOLIACEAE,Ilex prostrata,6,0,0,6,0,0,6,0,6,"14,66km","12,0km"
ARACEAE,Anthurium coriaceum,81,31,0,81,31,0,81,31,112,"727.960,29km","180,0km"
ARACEAE,Anthurium fontellanus,1,2,0,2,1,0,1,2,3,"274,76km","4,0km"
ARACEAE,Anthurium ianthinopodum,27,1,0,28,0,0,27,1,28,"60.224,23km","84,0km"
ARACEAE,Anthurium jilekii,44,0,0,44,0,0,44,0,44,"73.833,58km","140,0km"
ARACEAE,Anthurium jureianum,12,2,0,12,2,0,12,2,14,"277,8km","4,0km"
ARACEAE,Anthurium kunthii,21,11,0,26,6,0,21,11,32,"558.756,04km","68,0km"
ARACEAE,Anthurium langsdorffii,5,23,0,26,2,0,5,23,28,"1.237,33km","20,0km"
ARACEAE,Anthurium longifolium,109,11,0,115,5,0,109,11,120,"125.498,32km","220,0km"
ARACEAE,Anthurium lucidum,11,18,0,19,10,0,11,18,29,"211,73km","28,0km"
ARACEAE,Anthurium luschnathianum,11,1,0,11,1,0,11,1,12,"42,73km","24,0km"
ARACEAE,Anthurium olfersianum,128,24,0,129,23,0,128,24,152,"565.987,98km","268,0km"
ARACEAE,Anthurium organense,31,4,0,32,3,0,31,4,35,"40.530,72km","84,0km"
ARACEAE,Anthurium parasiticum,43,2,0,43,2,0,43,2,45,"617.741,32km","364,0km"
ARACEAE,Anthurium parvum,27,3,0,28,2,0,27,3,30,"945,41km","64,0km"
ARACEAE,Anthurium radicans,4,5,0,5,4,0,4,5,9,"19.108,31km","20,0km"
ARACEAE,Anthurium rubidum,6,0,0,6,0,0,6,0,6,"32,33km","20,0km"
ARACEAE,Anthurium rubriflorum,3,4,0,3,4,0,3,4,7,"0,0km","8,0km"
ARACEAE,Anthurium saxosum,4,0,0,4,0,0,4,0,4,"2.210,83km","12,0km"
ARACEAE,Anthurium theresiopolitanum,8,3,0,9,2,0,8,3,11,"246,6km","24,0km"
ARACEAE,Anthurium xanthophylloides,16,6,0,16,6,0,16,6,22,"6.231,38km","48,0km"
ARACEAE,Asterostigma lividum,32,37,0,62,7,0,32,37,69,"148.938,76km","84,0km"
ARACEAE,Asterostigma lombardii,28,3,0,29,2,0,28,3,31,"304.025,21km","72,0km"
ARACEAE,Dieffenbachia aglaonematifolia,12,3,0,12,3,0,12,3,15,"685.887,0km","44,0km"
ARACEAE,Dracontioides desciscens,43,9,0,43,9,0,43,9,52,"479.283,87km","132,0km"
ARACEAE,Heteropsis flexuosa,69,11,0,69,11,0,69,11,80,"4.611.403,29km","212,0km"
ARACEAE,Heteropsis spruceana,31,16,0,31,16,0,31,16,47,"953.487,9km","76,0km"
ARACEAE,Lemna valdiviana,85,5,0,85,5,0,85,5,90,"3.781.153,59km","132,0km"
ARACEAE,Philodendron fragile,18,0,0,18,0,0,18,0,18,"149,45km","12,0km"
ARACEAE,Philodendron hatschbachii,46,1,0,46,1,0,46,1,47,"40.409,37km","108,0km"
ARACEAE,Philodendron missionum,67,3,0,69,1,0,67,3,70,"145.284,93km","180,0km"
ARACEAE,Philodendron spiritus-sancti,2,5,0,2,5,0,2,5,7,"526,12km","8,0km"
ARACEAE,Philodendron vargealtense,34,1,0,34,1,0,34,1,35,"226.700,51km","56,0km"
ARACEAE,Stenospermation ulei,4,2,0,6,0,0,4,2,6,"5.700,9km","12,0km"
ARACEAE,Taccarum peregrinum,37,2,0,38,1,0,37,2,39,"1.689.765,14km","116,0km"
ARACEAE,Wolffiella oblonga,3,8,0,11,0,0,3,8,11,"535,65km","8,0km"
ARALIACEAE,Aralia warmingiana,27,1,0,27,1,0,27,1,28,"777.751,27km","76,0km"
ARALIACEAE,Coudenbergia warmingiana,1,1,0,2,0,0,1,1,2,"270,63km","4,0km"
ARALIACEAE,Dendropanax affinis,2,5,0,7,0,0,2,5,7,"533,91km","8,0km"
ARALIACEAE,Dendropanax cuneatus,323,40,0,352,11,0,323,40,363,"2.565.349,06km","780,0km"
ARALIACEAE,Didymopanax calvum,4,0,0,4,0,0,4,0,4,"1.484,89km","12,0km"
ARALIACEAE,Didymopanax gardneri,1,1,0,1,1,0,1,1,2,"266,32km","4,0km"
ARALIACEAE,Didymopanax pachycarpus,3,0,0,3,0,0,3,0,3,"534,45km","8,0km"
ARALIACEAE,Gilibertia affinis,0,1,0,1,0,0,0,1,1,n/a,n/a
ARALIACEAE,Gilibertia cuneata,16,1,0,17,0,0,16,1,17,"787.804,36km","52,0km"
ARALIACEAE,Oreopanax capitatus,122,10,0,122,10,0,122,10,132,"4.178.312,94km","276,0km"
ARALIACEAE,Oreopanax fulvus,10,5,0,14,1,0,10,5,15,"97.554,28km","32,0km"
ARALIACEAE,Schefflera aurata,8,0,0,8,0,0,8,0,8,"21,94km","20,0km"
ARALIACEAE,Schefflera botumirimensis,4,2,0,4,0,2,4,2,6,"555,57km","12,0km"
ARALIACEAE,Schefflera calva,139,9,0,142,6,0,139,9,148,"1.232.425,63km","380,0km"
ARALIACEAE,Schefflera clausseniana,5,2,0,5,2,0,5,2,7,"401.030,14km","20,0km"
ARALIACEAE,Schefflera fruticosa,5,3,0,5,0,3,5,3,8,"62,4km","16,0km"
ARALIACEAE,Schefflera gardneri,8,1,0,9,0,0,8,1,9,"3.119,32km","36,0km"
ARALIACEAE,Schefflera glaziovii,8,0,0,8,0,0,8,0,8,"263,71km","32,0km"
ARALIACEAE,Schefflera lucumoides,4,6,0,4,0,6,4,6,10,"62,82km","12,0km"
ARALIACEAE,Schefflera pachycarpa,4,0,0,4,0,0,4,0,4,"39.017,4km","16,0km"
ARALIACEAE,Schefflera sprucei,7,0,0,7,0,0,7,0,7,"10,42km","12,0km"
ARALIACEAE,Schefflera succinea,6,2,0,6,2,0,6,2,8,"3.483,69km","24,0km"
ARALIACEAE,Schefflera varisiana,21,2,0,21,2,0,21,2,23,"1.249.515,67km","52,0km"
ARAUCARIACEAE,Araucaria angustifolia,101,6,0,104,3,0,101,6,107,"408.637,03km","308,0km"
ARECACEAE,Acrocomia hassleri,11,1,0,11,1,0,11,1,12,"917.219,58km","44,0km"
ARECACEAE,Allagoptera arenaria,111,0,0,108,3,0,108,3,111,"730.737,36km","264,0km"
AMARANTHACEAE,Lecosia oppositifolia,0,1,0,1,0,0,0,1,1,n/a,n/a
ARECACEAE,Allagoptera brevicalyx,18,0,0,18,0,0,18,0,18,"8.016,99km","48,0km"
ARECACEAE,Arecastrum romanzoffianum,3,0,0,3,0,0,3,0,3,"520,62km","8,0km"
ARECACEAE,Astrocaryum aculeatissimum,73,0,0,72,1,0,72,1,73,"193.378,78km","176,0km"
ARECACEAE,Attalea barreirensis,18,0,0,18,0,0,18,0,18,"64.996,01km","52,0km"
ARECACEAE,Attalea brasiliensis,3,0,0,3,0,0,3,0,3,"2.014,33km","12,0km"
ARECACEAE,Attalea funifera,52,3,0,53,2,0,51,4,55,"45.548,57km","156,0km"
ARECACEAE,Attalea oleifera,17,1,0,18,0,0,17,1,18,"703.781,24km","84,0km"
ARECACEAE,Attalea phalerata,29,0,0,29,0,0,29,0,29,"2.521.809,13km","116,0km"
ARECACEAE,Bactris constanciae,12,0,0,10,2,0,10,2,12,"3.434,39km","32,0km"
ARECACEAE,Bactris ferruginea,31,0,0,30,1,0,30,1,31,"156.249,8km","84,0km"
ARECACEAE,Bactris hatschbachii,20,0,0,20,0,0,20,0,20,"209.794,89km","52,0km"
ARECACEAE,Bactris pickelii,42,0,0,41,1,0,41,1,42,"156.816,0km","112,0km"
ARECACEAE,Bactris timbuiensis,15,0,0,15,0,0,15,0,15,"258,01km","36,0km"
ARECACEAE,Butia archeri,38,0,0,36,2,0,36,2,38,"424.658,48km","84,0km"
ARECACEAE,Butia capitata,34,21,0,44,11,0,23,32,55,"205.805,21km","60,0km"
ARECACEAE,Butia eriospatha,19,7,0,26,0,0,19,7,26,"46.540,3km","44,0km"
ARECACEAE,Butia leiospatha,3,0,0,3,0,0,3,0,3,"25.976,31km","12,0km"
ARECACEAE,Butia microspadix,19,1,0,19,1,0,18,2,20,"20.622,65km","44,0km"
ARECACEAE,Butia paraguayensis,50,0,0,46,4,0,46,4,50,"839.719,19km","72,0km"
ARECACEAE,Butia purpurascens,35,0,0,33,2,0,33,2,35,"3.761,93km","16,0km"
ARECACEAE,Catoblastus drudei,2,0,0,2,0,0,2,0,2,"260,35km","4,0km"
ARECACEAE,Diplothemium maritimum,2,0,0,1,1,0,1,1,2,"275,03km","4,0km"
ARECACEAE,Euterpe edulis,344,2,0,344,2,0,343,3,346,"1.743.435,86km","788,0km"
ARECACEAE,Euterpe espiritosantensis,19,0,0,19,0,0,19,0,19,"57,48km","20,0km"
ARECACEAE,Geonoma gamiova,181,1,0,180,2,0,179,3,182,"201.332,99km","440,0km"
ARECACEAE,Geonoma hoehnei,2,0,0,2,0,0,2,0,2,"549,13km","8,0km"
ARECACEAE,Geonoma schottiana,419,9,0,417,11,0,408,20,428,"1.152.545,81km","960,0km"
ARECACEAE,Lytocaryum insigne,31,0,0,31,0,0,31,0,31,"7.925,1km","64,0km"
ARECACEAE,Mauritia carana,8,0,0,8,0,0,8,0,8,"54.459,87km","32,0km"
ARECACEAE,Scheelea phalerata,13,0,0,12,1,0,12,1,13,"983.351,33km","40,0km"
ARECACEAE,Syagrus botryophora,42,0,0,38,4,0,38,4,42,"91.165,6km","112,0km"
ARECACEAE,Syagrus glaucescens,30,0,0,28,2,0,28,2,30,"6.460,11km","48,0km"
ARECACEAE,Syagrus leptospatha,4,0,0,4,0,0,4,0,4,"271,25km","4,0km"
ARECACEAE,Syagrus macrocarpa,17,0,0,16,1,0,16,1,17,"100.192,11km","44,0km"
ARECACEAE,Syagrus mendanhensis,9,1,0,10,0,0,9,1,10,"36,15km","12,0km"
ARECACEAE,Syagrus picrophylla,8,1,0,8,1,0,7,2,9,"32.123,55km","24,0km"
ARECACEAE,Syagrus pseudococos,69,0,0,68,1,0,68,1,69,"426.188,36km","136,0km"
ARECACEAE,Syagrus romanzoffiana,118,2,0,113,7,0,111,9,120,"1.730.797,97km","312,0km"
ARECACEAE,Syagrus ruschiana,20,0,0,16,4,0,16,4,20,"9.403,31km","40,0km"
ARECACEAE,Syagrus schizophylla,38,2,0,39,1,0,37,3,40,"561.896,73km","112,0km"
ARECACEAE,Trithrinax brasiliensis,25,5,0,30,0,0,25,5,30,"185.290,51km","60,0km"
ARISTOLOCHIACEAE,Aristolochia brasiliensis,58,3,0,58,3,0,58,3,61,"1.346.424,81km","188,0km"
ARISTOLOCHIACEAE,Aristolochia cymbifera,51,13,0,51,13,0,51,13,64,"1.991.157,78km","164,0km"
ARISTOLOCHIACEAE,Aristolochia hypoglauca,7,4,0,9,2,0,7,4,11,"408,83km","28,0km"
ARISTOLOCHIACEAE,Aristolochia labiata,31,7,0,31,7,0,31,7,38,"3.167.600,83km","280,0km"
ARISTOLOCHIACEAE,Aristolochia odora,25,5,0,26,4,0,25,5,30,"7.106,71km","24,0km"
ARISTOLOCHIACEAE,Aristolochia wendeliana,10,0,0,10,0,0,10,0,10,"96.772,95km","36,0km"
ASPLENIACEAE,Asplenium austrobrasiliense,12,1,0,13,0,0,12,1,13,"32.405,85km","40,0km"
ASPLENIACEAE,Asplenium bradeanum,2,0,0,2,0,0,2,0,2,"552,43km","8,0km"
ASPLENIACEAE,Asplenium campos-portoi,21,4,0,22,3,0,21,4,25,"117.357,34km","60,0km"
ASPLENIACEAE,Asplenium castaneum,5,0,0,5,0,0,5,0,5,"73,25km","12,0km"
ASPLENIACEAE,Asplenium lacinulatum,22,0,0,22,0,0,22,0,22,"340.550,68km","64,0km"
ASPLENIACEAE,Asplenium muellerianum,13,25,0,38,0,0,13,25,38,"36.916,18km","52,0km"
ASPLENIACEAE,Asplenium ulbrichtii,18,7,0,20,5,0,18,7,25,"170.968,71km","64,0km"
ASPLENIACEAE,Asplenium wacketii,24,2,0,24,2,0,24,2,26,"87.571,69km","64,0km"
ASTERACEAE,Acmella pusilla,1,14,0,12,3,0,1,14,15,"280,32km","4,0km"
ASTERACEAE,Acmella serratifolia,18,1,0,18,1,0,18,1,19,"255.075,57km","60,0km"
ASTERACEAE,Acritopappus catolesensis,43,0,0,43,0,0,43,0,43,"17.056,34km","124,0km"
ASTERACEAE,Acritopappus connatifolius,25,0,0,25,0,0,25,0,25,"679,17km","44,0km"
ASTERACEAE,Acritopappus irwinii,12,0,0,12,0,0,12,0,12,"11.642,1km","20,0km"
ASTERACEAE,Acritopappus pintoi,4,0,0,4,0,0,4,0,4,"0,14km","4,0km"
ASTERACEAE,Actinoseris angustifolia,2,3,0,5,0,0,2,3,5,"532,49km","8,0km"
ASTERACEAE,Actinoseris revoluta,5,3,0,8,0,0,5,3,8,"230,12km","12,0km"
ASTERACEAE,Ageratum connatifolium,3,0,0,3,0,0,3,0,3,"416,92km","8,0km"
ASTERACEAE,Agrianthus almasensis,1,0,0,1,0,0,1,0,1,"260,21km","4,0km"
ASTERACEAE,Agrianthus giuliettiae,19,0,0,19,0,0,19,0,19,"752,43km","28,0km"
ASTERACEAE,Angelphytum bahiense,3,0,0,3,0,0,3,0,3,"260,0km","4,0km"
ASTERACEAE,Angelphytum oppositifolium,9,0,0,9,0,0,9,0,9,"124.637,47km","16,0km"
ASTERACEAE,Anteremanthus hatschbachii,11,0,0,11,0,0,11,0,11,"168,56km","36,0km"
ASTERACEAE,Aspilia almasensis,18,0,0,18,0,0,18,0,18,"6.807,26km","40,0km"
ASTERACEAE,Aspilia attenuata,55,0,0,55,0,0,55,0,55,"2.557.313,7km","180,0km"
ASTERACEAE,Aspilia clausseniana,55,2,0,55,2,0,55,2,57,"477.907,43km","136,0km"
ASTERACEAE,Aspilia cordifolia,6,0,0,6,0,0,6,0,6,"1.258,04km","16,0km"
ASTERACEAE,Aspilia cylindrocephala,26,0,0,26,0,0,26,0,26,"16.006,53km","40,0km"
ASTERACEAE,Aspilia floribunda,69,5,0,69,5,0,69,5,74,"2.712.452,98km","196,0km"
ASTERACEAE,Aspilia gracilis,3,0,0,3,0,0,3,0,3,"1.923,29km","12,0km"
