family,scientificName,action,situation,details,references
COMBRETACEAE,"Terminalia acuminata","3.4.1 Captive breeding/artificial propagation","on going","Dois indivíduos são cultivados no JBRJ (Marquete et al., 2003); recentemente, frutos desta espécie foram coletados e algumas mudas foram produzidas no Jardim Botânico do Rio de Janeiro (Fernandez, com. pess.).","Marquete, N. F. D. S., Teixeira, J., Valente, M. D. C. 2003. Terminalia L. (Combretaceae) na Região Sudeste do Brasil., Bradea.16: 99-123."
ANNONACEAE,"Duguetia microphylla","1.1 Site/area protection","on going","Espécie ocorre na Reserva Ecológica Municipal de Macaé de Cima (A.M.A. Amorim, 263).",
AQUIFOLIACEAE,"Ilex friburgensis","1.1 Site/area protection","on going","A localidade de Alto Macaé onde a espécie ocorre (A.F.M. Glaziou; 18191), faz parte da APA de Macaé de Cima. ",
AQUIFOLIACEAE,"Ilex longipetiolata","1.1 Site/area protection","on going","A localidade de Alto Macaé onde a espécie ocorre (A.F.M. Glaziou; 18191), faz parte da APA de Macaé de Cima.",
AQUIFOLIACEAE,"Ilex organensis","1.1 Site/area protection","on going","Ocorre na localidade Pedra do Chapadão (Markgraf; 10176), incluída na área do Parque Nacional Serra dos Órgãos.",
AQUIFOLIACEAE,"Ilex schwackeana","1.1 Site/area protection","on going","A espécie apresenta registros em localidade situada na APA Macaé de Cima (A.F.M. Glaziou; 18192) e em localidade situada no Parque Estadual do Desengano (Lima; s.n). ",
AQUIFOLIACEAE,"Ilex schwackeana","2.3 Habitat & natural process restoration",needed,"Santa Maria Madalena necessitaria implantar 1.249 hectares de corredores ecológicos, em vista da fragmentação as áreas naturais (TCE-RJ, 2003).","TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro"
LORANTHACEAE,"Struthanthus pentamerus","1.1 Site/area protection","on going","A maioria das coletas realizadas foram no Parque Nacional de Itatiaia (A. Quinet 234; C.H.R.de Paula 188) e Parque Nacional da Serra do Órgãos (C.H.R.de Paula 532; C.T.Rizzini 511).",
ANNONACEAE,"Duguetia pohliana","1.1 Site/area protection","on going","Espécie ocorre no interior de Unidades de Conservação, como o Parque Nacional da Tijuca e a Reserva Biológica Poço das Antas (Lobão, 2014).","Lobão, A. 2014. Annonaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
ACANTHACEAE,"Aphelandra rigida","2.1 Site/area management",needed,"O estudo aponta que diversos fragmentos florestais foram reduzidos ou mais fragmentados, gerando barreiras para implantação de corredores ecológicos(TCE-RJ, 2003). Nesse caso, Santa Maria Madalena necessitaria implantar 1.249 hectares de corredores, o que representa 1,5% da área total do município(TCE-RJ, 2003). ","TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
ACANTHACEAE,"Aphelandra rigida","1.1 Site/area protection","on going","A localidade de Alto Macaé onde a espécie ocorre  (A.F.M. Glaziou 18192), faz parte da APA de Macaé de Cima.",
GERANIACEAE,"Geranium brasiliense","1.1 Site/area protection","on going","A espécie possui subpopulações protegidas dentro dos limites do Parque Nacional de Itatiaia, o primeiro Parque Nacional criado no Brasil (M. Carvalho-Filho 1186), e também no Parque Estadual da Serra do Papagaio (MG) e Parque Estadual de Campos de Jordão (SP), todos situados dentro do grande sistema orográfico da Serra da Mantiqueira.",
ORCHIDACEAE,"Acianthera bidentata","1.1 Site/area protection","on going","Ocorre no PARNA da Serra dos Órgãos (Barberen et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 12 março 2015."
ORCHIDACEAE,"Acianthera bidentata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015)."," CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ANNONACEAE,"Trigynaea axilliflora","1.1 Site/area protection","on going","Espécie ocorre no interior do Parque Nacional da Tijuca e Reserva Biológica do Tinguá (Teixeira, 2006; Lobão, 2014).","Lobão, A. 2014. Annonaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br;Teixeira, L.H. dos S., 2006. Plano de Manejo da Reserva Biológica do Tnguá. Brasil."
ANNONACEAE,"Trigynaea axilliflora","5.1.2 National level","on going","Categorizada como Criticamente em Perigo na Lista Nacional de Espécies Ameaçadas (MMA, 2014). ","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ACANTHACEAE,"Aphelandra stephanophysa","1.1 Site/area protection","on going","A localidade de Alto Macaé onde a espécie ocorre (G. Martinelli 12032), faz parte da APA de Macaé de Cima.",
ANNONACEAE,"Unonopsis riedeliana","1.1 Site/area protection","on going","Ocorre no interior das Unidades de Conservação Reserva Biológica Poço das Antas  Reserva Biológica União (Lobão, 2014). ","Lobão, A. 2014. Annonaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
ANNONACEAE,"Unonopsis riedeliana","5.1.2 National level","on going","Categorizada como Em Perigo na Lista Nacional de Espécies Ameaçadas (MMA, 2014).",
LAURACEAE,"Beilschmiedia angustifolia","1.1 Site/area protection","on going","Registros indicam a ocorrência da espécie na Reserva Biológica do Tinguá (H.C.de Lima 5852) e na Estação Ecológica Estadual do Paraíso (H.C.de Lima 2461).",
SYMPLOCACEAE,"Symplocos altissima","5.1.2 National level","on going","Categorizada como Deficiente de Dados na Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ACANTHACEAE,"Herpetacanthus delicatus","1.1 Site/area protection","on going","A espécie apresenta registro de ocorrência no Parque Nacional da Tijuca
(Indriunas and Kameyama, 2012)
","Indriunas, A., Kameyama, C., 2012. New Species of Herpetacanthus (Acanthaceae) from the Atlantic Forest and Neighboring Areas (Brazil). Syst. Bot. 37, 1006–1022. doi:10.1600/036364412X656446"
SYMPLOCACEAE,"Symplocos dasyphylla","1.1 Site/area protection","on going","A espécie ocorre no interior da APA de Macaé de Cima (S.V.A. Pessoa et al. 234).",
SYMPLOCACEAE,"Symplocos neglecta","1.1 Site/area protection","on going","Espécie presente no Parque Nacional do Itatiaia (Aranha Filho, 2014). ","Aranha Filho, J. 2014. Symplocaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br. Acesso em: 12 Mar. 2015"
APIACEAE,"Eryngium goulartii","1.1 Site/area protection","on going","As coletas para o estado do Rio de Janeiro foram realizads na Serra dos Órgãos, onde atualmente encontra-se o Parque Nacional da Serra dos Órgãos.",
ORCHIDACEAE,"Acianthera exdrasii","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
SYMPLOCACEAE,"Symplocos organensis","1.1 Site/area protection","on going","Espécie presente no Parque Nacional da Serra dos Órgãos (Aranha Filho, 2014) e no Pico do Caledônia, localizado no Parque Estadual dos Três Picos (F. Almeida, 8792).","Aranha Filho, J. 2014. Symplocaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br. Acesso em: 12 Mar. 2015"
MONIMIACEAE,"Macropeplus friburgensis","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra dos Órgãos (Santos e Peixoto 2001).","Santos, I.S. & Peixoto, A.L. 2001. Taxonomia do gênero Macropeplus Perkins (Monimiaceae, Monimioideae). Rodriguésia 52 (81): 65-105."
MONIMIACEAE,"Macropeplus friburgensis","3.4 Ex-situ conservation",needed,"Recomenda-se ações de conservação ex situ (Peixoto e Lírio, com. pess.).",
GENTIANACEAE,"Prepusa connata","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites do Parque Nacional da Serra dos Órgãos (histórico), Área de Proteção Ambiental da Região Serrana de Petrópolis (Calió et al., 2008) e Parque Estadual dos Três Picos (Fernandez, com.pess.).","Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa hookeriana","1.1 Site/area protection","on going","A espécie foi registrada dentro dos limites de diversas unidades de conservação de diferentes categorias. São elas: Parque Nacional da Serra dos Órgãos, Parque Estadual dos Três Picos, Parque Nacional do Itatiaia, Área de Proteção Ambiental da Região Serrana de Petrópolis (Fernandez, com. pess).",
GENTIANACEAE,"Prepusa hookeriana","5.1.2 National level","on going","A espécie consta no Anexo I da Instrução Normativa nº 6, de 23 de setembro de 2008 (MMA, 2008). Foi considerada Em Perigo (EN) de extinção pela avaliação de risco de extinção empreendida pela Fundação Biodiversitas (Biodiversitas, 2005). Calió et al. (2008) avaliaram o risco de extinção de toda a tribo Heliae, também categorizando P. hookeriana como Em Perigo (EN). Em avaliação de risco de extinção realizada pela equipe do CNCFlora em 2013 e que resultou na publicação da Portaria nº 443, P. hookeriana foi considerada Em Perigo (EN), seguindo as diretrizes da IUCN para a utilização dos critérios e categorias durante a avaliação do risco de extinção.","Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa hookeriana","3.4.1 Captive breeding/artificial propagation",needed,"Até o momento, não existem dados a respeito do cultivo em coleções ex situ desta espécie (Guimarães, com. pessoal).",
ACANTHACEAE,"Herpetacanthus parvispica","1.1 Site/area protection","on going","O material-tipo foi coletado na Área de Relevante Interesse Ecológico Floresta da Cicuta (Profice, 2014).","Profice, S., 2014. Acanthaceae. Catálogo das espécies plantas vasculares e briófitas do Estado do Rio Janeiro. Rio Janeiro: Inst. Pesqui. Jard. Botânico do Rio Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em 13 mar. 2015."
BROMELIACEAE,"Neoregelia abendrothae","1.1 Site/area protection","on going","Espécie presente no Parque Nacional da Serra dos Órgãos (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
ORCHIDACEAE,"Acianthera pavimentata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Neoregelia bragarum","1.1 Site/area protection","on going","A espécie ocorre no interior do Parque Nacional da Serra dos Órgãos (Moura e Vieira, 2014) e na Área de Proteção Ambiental de Macaé de Cima (E. M. C. Leme, s./n.).",
LAURACEAE,"Ocotea abbreviata","1.1 Site/area protection","on going","A espécie foi coletada na Vista Chinesa (C.A.W. Schwacke 6668), uma localidade incluída na área do Parque Nacional da Tijuca. ",
ASTERACEAE,"Austrocritonia taunayana","1 Land/water protection","on going","Ocorre no Parque Nacional da Tijuca (J.P.P. Carauta 2748).",
ASTERACEAE,"Austrocritonia taunayana","1 Land/water protection","on going","Ocorre no Parque Nacional do Itatiaia (A.P. Duarte 315).",
ORCHIDACEAE,"Acianthera subrotundifolia","3.4.1 Captive breeding/artificial propagation","on going","Em cultivo no Jardim Botânico do Rio de Janeiro (M.R.A. Braga 352).",
ORCHIDACEAE,"Acianthera subrotundifolia","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
COMMELINACEAE,"Dichorisandra nana","3.4 Ex-situ conservation","on going","Espécie cultivada na coleção viva da UNICAMP (Aona-Pinheiro et al., 2014).","Aona-Pinheiro, L.Y.S.; Bittrich, V. & Amaral, M.C.E. 2014. Two new species of Dichorisandra (Commelinaceae) from Rio de Janeiro and comments on the two species included in Vellozo's ""Flora Fluminensis"". Phytotaxa 184(4): 223-234."
SOLANACEAE,"Solanum friburgense","1.2 Resource & habitat protection",needed,"A espécie ocorre numa RPPN (Bacchus) e na APA Macaé de Cima, mas sua extensão não é suficiente para garantir sua preservação (Giacomin com. pess.). É emergencial a prospecção de novas populações, bem como mensuração e proteção das populações conhecidas (Giacomin e Stehamnn, 2014). ","Giacomin, L.L., Stehmann, J.R., 2014. Three new species of Solanum (Brevantherum Clade) endemic to the Brazilian Atlantic Forest. Phytokeys 38, 69-87."
SOLANACEAE,"Capsicum friburgense","1.1 Site/area protection",needed,"Novas populações devem ser prospectadas em outras localidades. As subpopulações já conhecidas encontram-se fora de unidade de conservação de proteção integral e devem ser protegidas (L.L. Giacomin, obs. pess.). ","Barboza,G.E., Bianchetti, L., 2005.Three new species of Capsicum (Solanaceae) and a key to the wild species from Brazil. Syst. Bot. 30, 863–871."
SOLANACEAE,"Capsicum friburgense","1.1 Site/area protection","on going","Existe um registro da espécie para a RPPN Bacchus (M.F.Agra et al., 7299), porém é necessária a ampliação de esforços para o desenvolvimento de planos de ação para sua proteção efetiva. ",
