"family","scientificName","action","situation"
BROMELIACEAE,Neoregelia hoehneana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia hoehneana,1.2.1.2 National level,on going,
BROMELIACEAE,Neoregelia inexspectata,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia lilliputiana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia menescalii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia menescalii,5.7.1 Captive breeding/Artificial propagation,on going,
BROMELIACEAE,Neoregelia oligantha,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia oligantha,4.4 Protected areas,on going,
BROMELIACEAE,Neoregelia pascoaliana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia pascoaliana,1.2.1.2 National level,on going,
BROMELIACEAE,Neoregelia pascoaliana,5.7 Ex situ conservation actions,needed,
BROMELIACEAE,Neoregelia pascoaliana,4.4.3 Management,on going,
BROMELIACEAE,Neoregelia paulistana,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Neoregelia paulistana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia pernambucana,4.4 Protected areas,on going,
BROMELIACEAE,Neoregelia pernambucana,1.2.1.2 National level,on going,
BROMELIACEAE,Neoregelia ruschii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia ruschii,4.4 Protected areas,on going,
BROMELIACEAE,Neoregelia sanguinea,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia sarmentosa,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Neoregelia sarmentosa,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia zaslawskyi,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia zonata,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Neoregelia zonata,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium amazonicum,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium amazonicum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium atalaiaense,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium atalaiaense,4.3 Corridors,on going,
BROMELIACEAE,Nidularium azureum,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium azureum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium azureum,3.8 Conservation measures,on going,
BROMELIACEAE,Nidularium azureum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium bocainense,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium bocainense,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium bocainense,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium corallinum,5.7.1 Captive breeding/Artificial propagation,on going,
BROMELIACEAE,Nidularium corallinum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium corallinum,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium ferrugineum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium ferrugineum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium innocentii,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Nidularium innocentii,4.3 Corridors,on going,
BROMELIACEAE,Nidularium innocentii,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium innocentii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium itatiaiae,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium itatiaiae,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium itatiaiae,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium itatiaiae,4.3 Corridors,on going,
BROMELIACEAE,Nidularium jonesianum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium jonesianum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium jonesianum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium kautskyanum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium kautskyanum,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Nidularium kautskyanum,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium kautskyanum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium mangaratibense,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium mangaratibense,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Nidularium marigoi,4.3 Corridors,on going,
BROMELIACEAE,Nidularium marigoi,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Nidularium marigoi,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium marigoi,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium minutum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium minutum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium minutum,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium minutum,5.7.1 Captive breeding/Artificial propagation,needed,
BROMELIACEAE,Nidularium organense,4.3 Corridors,on going,
BROMELIACEAE,Nidularium organense,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium organense,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium rosulatum,1.2.1.2 National level,on going,
BROMELIACEAE,Nidularium rosulatum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium rosulatum,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium rosulatum,5.7.1 Captive breeding/Artificial propagation,needed,
BROMELIACEAE,Nidularium serratum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Nidularium serratum,4.4 Protected areas,on going,
BROMELIACEAE,Nidularium serratum,4.3 Corridors,on going,
BROMELIACEAE,Nidularium utriculosum,4.4 Protected areas,on going,
BROMELIACEAE,Orthophytum amoenum,1.2.1.2 National level,on going,
BROMELIACEAE,Orthophytum amoenum,4.4 Protected areas,on going,
BROMELIACEAE,Orthophytum estevesii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum estevesii,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Orthophytum foliosum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum fosterianum,1.2.1.2 National level,on going,
BROMELIACEAE,Orthophytum fosterianum,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Orthophytum fosterianum,4.3 Corridors,on going,
BROMELIACEAE,Orthophytum fosterianum,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum grossiorum,1.2.1.2 National level,on going,
BROMELIACEAE,Orthophytum humile,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum humile,4.4 Protected areas,on going,
BROMELIACEAE,Orthophytum magalhaesii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum magalhaesii,3.8 Conservation measures,on going,
BROMELIACEAE,Orthophytum zanonii,4.3 Corridors,on going,
BROMELIACEAE,Orthophytum zanonii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Orthophytum zanonii,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia albiflos,1.2.1.2 National level,on going,
BROMELIACEAE,Pitcairnia albiflos,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia albiflos,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Pitcairnia bradei,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia bradei,1.2.1.2 National level,on going,
BROMELIACEAE,Pitcairnia burle-marxii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Pitcairnia decidua,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Pitcairnia decidua,3.8 Conservation measures,on going,
BROMELIACEAE,Pitcairnia decidua,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia encholirioides,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Pitcairnia encholirioides,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia glaziovii,1.2.1.2 National level,on going,
BROMELIACEAE,Pitcairnia glaziovii,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia glaziovii,4.4.2 Establishment,needed,
BROMELIACEAE,Pitcairnia limae,1.2.1.2 National level,on going,
BROMELIACEAE,Pitcairnia limae,4.4 Protected areas,on going,
BROMELIACEAE,Pitcairnia limae,5.7.1 Captive breeding/Artificial propagation,on going,
BROMELIACEAE,Portea alatisepala,1.2.1.2 National level,on going,
BROMELIACEAE,Portea alatisepala,4.3 Corridors,on going,
BROMELIACEAE,Portea fosteriana,4.3 Corridors,on going,
BROMELIACEAE,Portea fosteriana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Portea grandiflora,1.2.1.2 National level,on going,
BROMELIACEAE,Portea grandiflora,4.3 Corridors,on going,
BROMELIACEAE,Portea kermesina,4.3 Corridors,on going,
BROMELIACEAE,Portea kermesina,1.2.1.2 National level,on going,
BROMELIACEAE,Portea nana,1.2.1.2 National level,on going,
BROMELIACEAE,Portea nana,4.3 Corridors,on going,
BROMELIACEAE,Quesnelia augusto-coburgii,4.4.1 Identification of new protected areas,on going,
BROMELIACEAE,Quesnelia augusto-coburgii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Quesnelia augusto-coburgii,4.4 Protected areas,on going,
BROMELIACEAE,Quesnelia augusto-coburgii,4.3 Corridors,on going,
BROMELIACEAE,Quesnelia humilis,1.2.1.2 National level,on going,
BROMELIACEAE,Quesnelia humilis,4.4 Protected areas,on going,
BROMELIACEAE,Quesnelia imbricata,4.4 Protected areas,on going,
BROMELIACEAE,Quesnelia kautskyi,4.3 Corridors,on going,
BROMELIACEAE,Quesnelia kautskyi,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Quesnelia seideliana,5.7 Ex situ conservation actions,needed,
BROMELIACEAE,Quesnelia seideliana,4.4 Protected areas,needed,
BROMELIACEAE,Quesnelia seideliana,4.3 Corridors,on going,
BROMELIACEAE,Racinaea domingos-martinis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Racinaea domingos-martinis,4.4 Protected areas,on going,
BROMELIACEAE,Racinaea spiculosa,4.4 Protected areas,on going,
BROMELIACEAE,Racinaea spiculosa,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia aeranthos,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia aeranthos,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia aeranthos,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Tillandsia aeranthos,1.1 Management plans,on going,
BROMELIACEAE,Racinaea aerisincola,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia afonsoana,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia afonsoana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia araujei,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia araujei,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia araujei,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia brachyphylla,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia crocata,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia crocata,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia crocata,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia duratii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia duratii,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia duratii var. saxatilis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia gardneri,4.4.3 Management,on going,
BROMELIACEAE,Tillandsia gardneri,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia geminiflora,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia geminiflora,4.4.3 Management,on going,
BROMELIACEAE,Tillandsia grazielae,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia grazielae,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia grazielae,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia heubergeri,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia itaubensis,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia itaubensis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia jonesii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia kautskyi,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia kautskyi,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia kautskyi,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia kautskyi,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia kautskyi,1.1 Management plans,on going,
BROMELIACEAE,Tillandsia linearis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia linearis,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia lorentziana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia lorentziana,4.4.3 Management,on going,
BROMELIACEAE,Tillandsia mallemontii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia mallemontii,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia mallemontii,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia montana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia montana,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia neglecta,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia neglecta,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia reclinata,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia reclinata,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia reclinata,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia recurvifolia,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia streptocarpa,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia streptocarpa,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia streptocarpa,1.2 Legislation,on going,
BROMELIACEAE,Tillandsia streptocarpa,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia streptocarpa,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia sucrei,1.2.1.2 National level,on going,
BROMELIACEAE,Tillandsia sucrei,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia tenuifolia,1.2 Legislation,on going,
BROMELIACEAE,Tillandsia tenuifolia,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia tenuifolia,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia tenuifolia,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia toropiensis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia tricholepis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia tricholepis,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia tricholepis,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia tricholepis,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia usneoides,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia usneoides,4.4 Protected areas,on going,
BROMELIACEAE,Tillandsia usneoides,4.3 Corridors,on going,
BROMELIACEAE,Tillandsia usneoides,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia winkleri,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Tillandsia xiphioides,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Vriesea altimontana,1.2.1.2 National level,,
BROMELIACEAE,Vriesea altimontana,4.4 Protected areas,,
BROMELIACEAE,Vriesea altomacaensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea altomacaensis,4.4 Protected areas,,
BROMELIACEAE,Vriesea amadoi,4.4 Protected areas,,
BROMELIACEAE,Vriesea amethystina,1.2.1.2 National level,,
BROMELIACEAE,Vriesea amethystina,4.4 Protected areas,,
BROMELIACEAE,Vriesea appariciana,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea arachnoidea,1.2.1.2 National level,on going,
BROMELIACEAE,Vriesea arachnoidea,4.4 Protected areas,on going,
BROMELIACEAE,Vriesea atropurpurea,4.4 Protected areas,,
BROMELIACEAE,Vriesea atropurpurea,1.2.1.2 National level,,
BROMELIACEAE,Vriesea belloi,1.2.1.2 National level,,
BROMELIACEAE,Vriesea biguassuensis,4.4 Protected areas,,
BROMELIACEAE,Vriesea biguassuensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea biguassuensis,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea bituminosa,4.4 Protected areas,,
BROMELIACEAE,Vriesea bituminosa,1.2.1.2 National level,,
BROMELIACEAE,Vriesea bleherae,1.2.1.2 National level,,
BROMELIACEAE,Vriesea bleherae,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea botafogensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea botafogensis,4.4 Protected areas,,
BROMELIACEAE,Vriesea brassicoides,1.2.1.2 National level,,
BROMELIACEAE,Vriesea breviscapa,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea brusquensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea brusquensis,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea cacuminis,4.4 Protected areas,on going,
BROMELIACEAE,Vriesea carinata,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea carinata,4.3 Corridors,,
BROMELIACEAE,Vriesea carinata,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea carinata,4.4 Protected areas,,
BROMELIACEAE,Vriesea cearensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea clausseniana,4.4 Protected areas,,
BROMELIACEAE,Vriesea clausseniana,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea colnagoi,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea corcovadensis,4.4 Protected areas,,
BROMELIACEAE,Vriesea corcovadensis,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea costae,1.2.1.2 National level,,
BROMELIACEAE,Vriesea costae,4.4 Protected areas,,
BROMELIACEAE,Vriesea debilis,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea delicatula,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea delicatula,1.2.1.2 National level,,
BROMELIACEAE,Vriesea delicatula,4.4 Protected areas,,
BROMELIACEAE,Vriesea diamantinensis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea diamantinensis,4.4 Protected areas,,
BROMELIACEAE,Vriesea drepanocarpa,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea drepanocarpa,4.3 Corridors,,
BROMELIACEAE,Vriesea drepanocarpa,4.4 Protected areas,,
BROMELIACEAE,Vriesea duvaliana,4.4 Protected areas,on going,
BROMELIACEAE,Vriesea duvaliana,1.2.1.2 National level,on going,
BROMELIACEAE,Vriesea eltoniana,1.2.1.2 National level,,
BROMELIACEAE,Vriesea eltoniana,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea erythrodactylon,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea erythrodactylon,4.3 Corridors,,
BROMELIACEAE,Vriesea erythrodactylon,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea erythrodactylon,4.4 Protected areas,,
BROMELIACEAE,Vriesea flammea,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea flammea,4.4 Protected areas,,
BROMELIACEAE,Vriesea flammea,4.3 Corridors,,
BROMELIACEAE,Vriesea flava,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea flava,4.4 Protected areas,,
BROMELIACEAE,Vriesea fosteriana,1.2.1.2 National level,on going,
BROMELIACEAE,Vriesea fosteriana,1.2.1.3 Sub-national level,on going,
BROMELIACEAE,Vriesea fosteriana,1.1 Management plans,needed,
BROMELIACEAE,Vriesea fosteriana,5.7 Ex situ conservation actions,on going,
BROMELIACEAE,Vriesea friburgensis var. tucumanensis,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea funebris,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea gigantea,1.2.1.2 National level,,
BROMELIACEAE,Vriesea gigantea,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea gigantea,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea gigantea,4.4 Protected areas,,
BROMELIACEAE,Vriesea goniorachis,1.2.1.2 National level,,
BROMELIACEAE,Vriesea goniorachis,4.4 Protected areas,,
BROMELIACEAE,Vriesea gracilior,1.2.1.2 National level,,
BROMELIACEAE,Vriesea harrylutheri,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea hieroglyphica,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea hieroglyphica,1.2.1.2 National level,,
BROMELIACEAE,Vriesea hieroglyphica,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea hoehneana,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea hoehneana,4.4 Protected areas,,
BROMELIACEAE,Vriesea incurvata,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea incurvata,4.3 Corridors,,
BROMELIACEAE,Vriesea incurvata,1.2.1.2 National level,,
BROMELIACEAE,Vriesea incurvata,5.7 Ex situ conservation actions,,
BROMELIACEAE,Vriesea incurvata,4.4 Protected areas,,
BROMELIACEAE,Vriesea itatiaiae,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea itatiaiae,4.4 Protected areas,,
BROMELIACEAE,Vriesea kautskyana,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea kautskyana,4.4 Protected areas,,
BROMELIACEAE,Vriesea languida,4.4 Protected areas,,
BROMELIACEAE,Vriesea languida,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea leptantha,1.2.1.2 National level,,
BROMELIACEAE,Vriesea leptantha,4.4 Protected areas,,
BROMELIACEAE,Vriesea longistaminea,1.2.1.2 National level,,
BROMELIACEAE,Vriesea lubbersii,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea lubbersii,4.4 Protected areas,,
BROMELIACEAE,Vriesea menescalii,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea minarum,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea minarum,1.2.1.2 National level,,
BROMELIACEAE,Vriesea minarum,4.4 Protected areas,,
BROMELIACEAE,Vriesea morrenii,1.2.1.3 Sub-national level,,
BROMELIACEAE,Vriesea morrenii,4.4 Protected areas,,
BROMELIACEAE,Vriesea muelleri,1.2.1.2 National level,,
BROMELIACEAE,Vriesea muelleri,1.2.1.3 Sub-national level,,
